Scode,ShortName,IndustryName,IndustryCode,Trdwnt,Date,Wretnd,sz_all,sz_50,SVI_code,SVI_All,Numpstisten_A,Numneusten_A,Numnegasten_A,Numsten_A,Tpostnum_G,Pospostnum_G,Negpostnum_G,Neupostnum_G,Readnum_G,Commentnum_G
600109,国金证券,资本市场服务,J67,2014-44,2014-10-31 00:00:00,0.053675,1.2171,2.3587,11635,41445,161,77,21,449,479,172,114,193,1152385,1010
600111,北方稀土,有色金属冶炼及压延加工业,C32,2014-44,2014-10-31 00:00:00,0.061776,1.2171,2.3587,16020,16329,7,47,10,66,352,134,86,132,735850,724
600150,中国船舶,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-44,2014-10-31 00:00:00,0.066825,1.2171,2.3587,20929,53497,,,,,850,273,192,385,2424748,3215
600256,广汇能源,石油和天然气开采业,B07,2014-44,2014-10-31 00:00:00,0.042254,1.2171,2.3587,12383,29439,,,,,698,184,233,281,1552347,2015
600406,国电南瑞,软件和信息技术服务业,I65,2014-44,2014-10-31 00:00:00,0.047619,1.2171,2.3587,7372,20535,93,121,65,586,163,49,54,60,474027,383
600485,信威集团,计算机、通信和其他电子设备制造业,C39,2014-44,2014-10-31 00:00:00,-0.055036,1.2171,2.3587,5733,12581,,,,,153,53,37,63,383143,361
600518,康美药业,医药制造业,C27,2014-44,2014-10-31 00:00:00,0.023733,1.2171,2.3587,8297,26512,15,3,2,35,376,89,124,163,725751,794
600519,贵州茅台,酒、饮料和精制茶制造业,C15,2014-44,2014-10-31 00:00:00,-0.013847,1.2171,2.3587,6910,21003,182,185,83,938,261,98,52,111,748888,873
600583,海油工程,开采辅助活动,B11,2014-44,2014-10-31 00:00:00,0.04205,1.2171,2.3587,9143,20783,103,154,43,482,456,148,119,189,1524612,1449
600585,海螺水泥,非金属矿物制品业,C30,2014-44,2014-10-31 00:00:00,0.039831,1.2171,2.3587,8574,22452,,,,,278,97,66,115,443630,854
600690,青岛海尔,电气机械及器材制造业,C38,2014-44,2014-10-31 00:00:00,0.065077,1.2171,2.3587,7726,20118,155,113,31,626,404,159,88,157,1050102,911
600795,国电电力,电力、热力生产和供应业,D44,2014-44,2014-10-31 00:00:00,0.217213,1.2171,2.3587,14729,39697,78,87,27,454,622,245,125,252,1762865,1600
600837,海通证券,资本市场服务,J67,2014-44,2014-10-31 00:00:00,0.064,1.2171,2.3587,11896,47286,158,163,27,607,451,148,133,170,947999,994
600887,伊利股份,食品制造业,C14,2014-44,2014-10-31 00:00:00,0.029172,1.2171,2.3587,14234,46542,301,382,75,1190,1037,387,197,453,1940045,3212
600893,中航动力,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-44,2014-10-31 00:00:00,0.02686,1.2171,2.3587,7914,9012,34,43,4,188,359,111,103,145,997406,986
600999,招商证券,资本市场服务,J67,2014-44,2014-10-31 00:00:00,0.071491,1.2171,2.3587,7049,37016,254,178,27,793,216,89,41,86,956932,2352
601006,大秦铁路,铁路运输业,G53,2014-44,2014-10-31 00:00:00,0.066845,1.2171,2.3587,6050,15615,108,129,41,600,180,79,31,70,487355,545
601088,中国神华,煤炭开采和洗选业,B06,2014-44,2014-10-31 00:00:00,0.040522,1.2171,2.3587,7152,18203,155,159,116,782,413,126,105,182,554846,963
601166,兴业银行,货币金融服务,J66,2014-44,2014-10-31 00:00:00,0.060547,1.2171,2.3587,11211,147639,349,275,116,1151,879,365,161,353,2071806,2604
601169,北京银行,货币金融服务,J66,2014-44,2014-10-31 00:00:00,0.087742,1.2171,2.3587,5631,59699,139,97,35,361,147,50,20,77,407663,325
601186,中国铁建,土木工程建筑业,E48,2014-44,2014-10-31 00:00:00,0.192237,1.2171,2.3587,10517,45329,24,56,11,153,1019,394,201,424,2270757,2469
601288,农业银行,货币金融服务,J66,2014-44,2014-10-31 00:00:00,0.044898,1.2171,2.3587,7187,414817,38,70,27,217,390,136,74,180,629708,756
601318,中国平安,保险业,J68,2014-44,2014-10-31 00:00:00,0.046993,1.2171,2.3587,9831,76125,279,272,52,979,668,254,106,308,2869084,7133
601328,交通银行,货币金融服务,J66,2014-44,2014-10-31 00:00:00,0.05,1.2171,2.3587,6658,393158,173,114,64,562,354,139,69,146,1108359,745
601336,新华保险,保险业,J68,2014-44,2014-10-31 00:00:00,0.121051,1.2171,2.3587,3277,30739,146,113,37,605,102,34,21,47,221041,148
601377,兴业证券,资本市场服务,J67,2014-44,2014-10-31 00:00:00,0.057377,1.2171,2.3587,10017,33962,106,90,24,425,464,153,101,210,910796,1150
601390,中国中铁,土木工程建筑业,E48,2014-44,2014-10-31 00:00:00,0.297806,1.2171,2.3587,19762,72479,97,138,13,359,1541,609,279,653,3752274,3623
601398,工商银行,货币金融服务,J66,2014-44,2014-10-31 00:00:00,0.039773,1.2171,2.3587,6821,575411,77,106,40,403,153,56,18,79,1005588,312
601601,中国太保,保险业,J68,2014-44,2014-10-31 00:00:00,0.043365,1.2171,2.3587,4020,11761,233,212,67,995,121,32,21,68,251957,241
601628,中国人寿,保险业,J68,2014-44,2014-10-31 00:00:00,0.057592,1.2171,2.3587,3646,70440,148,185,53,692,176,78,32,66,350376,472
601668,中国建筑,土木工程建筑业,E48,2014-44,2014-10-31 00:00:00,0.067485,1.2171,2.3587,10049,32189,104,129,43,373,557,195,125,237,1648803,2853
601669,中国电建,土木工程建筑业,E48,2014-44,2014-10-31 00:00:00,0.069444,1.2171,2.3587,14814,38844,34,10,10,113,1061,369,227,465,3132550,3200
601688,华泰证券,资本市场服务,J67,2014-44,2014-10-31 00:00:00,0.146769,1.2171,2.3587,6650,45490,253,176,36,699,370,137,68,165,789265,911
601788,光大证券,资本市场服务,J67,2014-44,2014-10-31 00:00:00,0.123123,1.2171,2.3587,7289,31391,145,195,32,535,331,113,72,146,574194,1086
601800,中国交建,土木工程建筑业,E48,2014-44,2014-10-31 00:00:00,0.128889,1.2171,2.3587,5583,15903,36,16,7,90,388,133,92,163,602520,949
601818,光大银行,货币金融服务,J66,2014-44,2014-10-31 00:00:00,0.124528,1.2171,2.3587,6981,147299,28,26,16,178,532,196,110,226,983259,1162
601857,中国石油,石油和天然气开采业,B07,2014-44,2014-10-31 00:00:00,0.034301,1.2171,2.3587,7509,33141,178,221,60,768,426,141,116,169,513518,677
601901,方正证券,资本市场服务,J67,2014-44,2014-10-31 00:00:00,0.045977,1.2171,2.3587,8735,31338,16,26,1,90,430,108,143,179,718249,1122
601988,中国银行,货币金融服务,J66,2014-44,2014-10-31 00:00:00,0.052632,1.2171,2.3587,6905,448444,33,50,19,181,198,84,40,74,760816,514
601989,中国重工,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-44,2014-10-31 00:00:00,0.004831,1.2171,2.3587,25167,74466,8,46,2,64,1474,444,391,639,5075892,4299
601998,中信银行,货币金融服务,J66,2014-44,2014-10-31 00:00:00,0.060738,1.2171,2.3587,8282,173178,99,154,50,601,316,121,70,125,933554,523
600000,浦发银行,货币金融服务,J66,2014-45,2014-11-07 00:00:00,-0.001961,-0.3171,0.2664,,,,,,,1056,407,194,455,2986609,3946
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-45,2014-11-07 00:00:00,-0.039146,-0.3171,0.2664,40093,85386,,,,,1941,601,504,836,4047952,5038
600015,华夏银行,货币金融服务,J66,2014-45,2014-11-07 00:00:00,-0.02164,-0.3171,0.2664,7033,74350,,,,,529,184,159,186,986537,1137
600016,民生银行,货币金融服务,J66,2014-45,2014-11-07 00:00:00,-0.015528,-0.3171,0.2664,14902,198892,,,,,844,285,203,356,2114890,2908
600028,中国石化,石油和天然气开采业,B07,2014-45,2014-11-07 00:00:00,-0.020873,-0.3171,0.2664,9776,35895,11,24,10,99,298,111,69,118,520433,568
600029,南方航空,航空运输业,G56,2014-45,2014-11-07 00:00:00,0.088608,-0.3171,0.2664,11875,102393,,,,,235,43,73,119,387894,363
600030,中信证券,资本市场服务,J67,2014-45,2014-11-07 00:00:00,0.027129,-0.3171,0.2664,20131,72783,,,,,1070,376,262,432,2551388,2121
600036,招商银行,货币金融服务,J66,2014-45,2014-11-07 00:00:00,-0.021296,-0.3171,0.2664,9716,575865,,,,,199,64,65,70,477562,340
600048,保利地产,房地产业,K70,2014-45,2014-11-07 00:00:00,0.008666,-0.3171,0.2664,11513,31786,,,,,437,195,70,172,763110,736
600050,中国联通,电信、广播电视和卫星传输服务,I63,2014-45,2014-11-07 00:00:00,-0.008264,-0.3171,0.2664,14357,210989,,,,,588,215,151,222,1379845,1794
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-45,2014-11-07 00:00:00,-0.001797,-0.3171,0.2664,11841,25863,,,,,288,96,61,131,838989,700
600104,上汽集团,汽车制造业,C36,2014-45,2014-11-07 00:00:00,-0.027996,-0.3171,0.2664,6820,20165,52,43,8,201,115,48,17,50,324734,216
600109,国金证券,资本市场服务,J67,2014-45,2014-11-07 00:00:00,0.059561,-0.3171,0.2664,12196,45179,4,8,1,34,446,164,90,192,1334986,1101
600111,北方稀土,有色金属冶炼及压延加工业,C32,2014-45,2014-11-07 00:00:00,-0.033636,-0.3171,0.2664,16425,16731,,,,,489,133,158,198,766427,728
600150,中国船舶,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-45,2014-11-07 00:00:00,-0.066848,-0.3171,0.2664,18684,48269,,,,,1454,428,382,644,4629013,3717
600256,广汇能源,石油和天然气开采业,B07,2014-45,2014-11-07 00:00:00,-0.020885,-0.3171,0.2664,12594,29367,,,,,770,190,254,326,1469518,2241
600406,国电南瑞,软件和信息技术服务业,I65,2014-45,2014-11-07 00:00:00,-0.038788,-0.3171,0.2664,6624,18874,,,,,131,36,43,52,343965,416
600485,信威集团,计算机、通信和其他电子设备制造业,C39,2014-45,2014-11-07 00:00:00,0.15,-0.3171,0.2664,7306,14714,20,56,7,159,152,60,19,73,421791,512
600518,康美药业,医药制造业,C27,2014-45,2014-11-07 00:00:00,-0.028195,-0.3171,0.2664,7588,24297,,,,,319,74,106,139,509223,633
600519,贵州茅台,酒、饮料和精制茶制造业,C15,2014-45,2014-11-07 00:00:00,-0.055144,-0.3171,0.2664,7793,23583,20,36,12,93,463,139,125,199,1645368,5194
600583,海油工程,开采辅助活动,B11,2014-45,2014-11-07 00:00:00,-0.01261,-0.3171,0.2664,9598,22094,,,,,631,229,155,247,1032724,1683
600585,海螺水泥,非金属矿物制品业,C30,2014-45,2014-11-07 00:00:00,-0.003482,-0.3171,0.2664,8893,22659,,,,,459,121,121,217,857890,1534
600690,青岛海尔,电气机械及器材制造业,C38,2014-45,2014-11-07 00:00:00,-0.014519,-0.3171,0.2664,8035,19173,,,,,245,80,63,102,505900,637
600795,国电电力,电力、热力生产和供应业,D44,2014-45,2014-11-07 00:00:00,-0.037037,-0.3171,0.2664,21164,59132,,,,,903,291,208,404,1699066,1728
600837,海通证券,资本市场服务,J67,2014-45,2014-11-07 00:00:00,0.022556,-0.3171,0.2664,14595,56909,29,82,9,157,609,205,166,238,1156669,1288
600887,伊利股份,食品制造业,C14,2014-45,2014-11-07 00:00:00,-0.058774,-0.3171,0.2664,12523,42777,,,,,1196,289,305,602,1806778,2944
600893,中航动力,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-45,2014-11-07 00:00:00,-0.027163,-0.3171,0.2664,7395,8328,,,,,335,121,94,120,619944,1144
600999,招商证券,资本市场服务,J67,2014-45,2014-11-07 00:00:00,0.060456,-0.3171,0.2664,7681,39725,,,,,183,72,34,77,563008,521
601006,大秦铁路,铁路运输业,G53,2014-45,2014-11-07 00:00:00,-0.002506,-0.3171,0.2664,6842,17026,16,70,0,154,115,47,26,42,302607,418
601088,中国神华,煤炭开采和洗选业,B06,2014-45,2014-11-07 00:00:00,-0.009901,-0.3171,0.2664,7385,19072,,,,,467,132,170,165,618704,552
601166,兴业银行,货币金融服务,J66,2014-45,2014-11-07 00:00:00,-0.024862,-0.3171,0.2664,11275,164882,14,17,6,64,987,323,281,383,1872353,2918
601169,北京银行,货币金融服务,J66,2014-45,2014-11-07 00:00:00,-0.030842,-0.3171,0.2664,6399,64945,,,,,136,45,33,58,322929,272
601186,中国铁建,土木工程建筑业,E48,2014-45,2014-11-07 00:00:00,0.043411,-0.3171,0.2664,13904,73102,38,56,8,70,2026,678,371,977,4110281,3961
601288,农业银行,货币金融服务,J66,2014-45,2014-11-07 00:00:00,-0.027344,-0.3171,0.2664,7537,426904,,,,,718,264,124,330,1063685,1213
601328,交通银行,货币金融服务,J66,2014-45,2014-11-07 00:00:00,-0.018141,-0.3171,0.2664,6984,316695,,,,,234,90,51,93,748363,541
601336,新华保险,保险业,J68,2014-45,2014-11-07 00:00:00,-0.019015,-0.3171,0.2664,3274,28638,,,,,100,20,27,53,220918,185
601377,兴业证券,资本市场服务,J67,2014-45,2014-11-07 00:00:00,0.16124,-0.3171,0.2664,14101,45516,,,,,741,264,170,307,1642060,1717
601390,中国中铁,土木工程建筑业,E48,2014-45,2014-11-07 00:00:00,0.019324,-0.3171,0.2664,23739,88577,,,,,1564,608,285,671,4034817,3204
601398,工商银行,货币金融服务,J66,2014-45,2014-11-07 00:00:00,-0.02459,-0.3171,0.2664,7246,522801,,,,,270,101,46,123,663601,349
601601,中国太保,保险业,J68,2014-45,2014-11-07 00:00:00,0.006009,-0.3171,0.2664,3936,10968,,,,,77,24,15,38,171823,147
601628,中国人寿,保险业,J68,2014-45,2014-11-07 00:00:00,-0.016708,-0.3171,0.2664,4121,67958,,,,,137,52,21,64,287085,348
601668,中国建筑,土木工程建筑业,E48,2014-45,2014-11-07 00:00:00,0.054598,-0.3171,0.2664,15906,50804,30,33,8,87,1132,439,216,477,2376026,3995
601669,中国电建,土木工程建筑业,E48,2014-45,2014-11-07 00:00:00,0.044156,-0.3171,0.2664,16262,45665,,,,,1455,539,272,644,2691477,4055
601688,华泰证券,资本市场服务,J67,2014-45,2014-11-07 00:00:00,0.08787,-0.3171,0.2664,7901,52291,,,,,331,130,72,129,759059,703
601788,光大证券,资本市场服务,J67,2014-45,2014-11-07 00:00:00,0.107843,-0.3171,0.2664,7156,33679,,,,,374,123,69,182,625230,1000
601800,中国交建,土木工程建筑业,E48,2014-45,2014-11-07 00:00:00,0.311024,-0.3171,0.2664,10433,31277,93,283,42,437,1172,449,227,496,2348561,2728
601818,光大银行,货币金融服务,J66,2014-45,2014-11-07 00:00:00,-0.030201,-0.3171,0.2664,8641,132461,,,,,519,167,136,216,791063,992
601857,中国石油,石油和天然气开采业,B07,2014-45,2014-11-07 00:00:00,-0.01148,-0.3171,0.2664,7426,32220,,,,,428,139,108,181,602776,954
601901,方正证券,资本市场服务,J67,2014-45,2014-11-07 00:00:00,0.062794,-0.3171,0.2664,11741,42084,,,,,1070,324,301,445,2310169,2266
601988,中国银行,货币金融服务,J66,2014-45,2014-11-07 00:00:00,-0.010714,-0.3171,0.2664,7044,421097,,,,,175,51,47,77,436193,216
601989,中国重工,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-45,2014-11-07 00:00:00,-0.017628,-0.3171,0.2664,21881,64362,,,,,1242,311,409,522,2866187,3557
601998,中信银行,货币金融服务,J66,2014-45,2014-11-07 00:00:00,0.006135,-0.3171,0.2664,7880,174095,3,20,0,42,189,79,46,64,529460,413
600000,浦发银行,货币金融服务,J66,2014-46,2014-11-14 00:00:00,0.070727,-0.2729,0.143,,,,,,,1518,621,281,616,4380714,5001
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-46,2014-11-14 00:00:00,0.137037,-0.2729,0.143,46682,103633,,,,,2926,943,674,1309,7503735,7491
600015,华夏银行,货币金融服务,J66,2014-46,2014-11-14 00:00:00,0.039581,-0.2729,0.143,6882,70242,,,,,709,253,194,262,1406198,3005
600016,民生银行,货币金融服务,J66,2014-46,2014-11-14 00:00:00,0.067823,-0.2729,0.143,23358,222750,68,270,32,648,866,343,183,340,1689163,1248
600028,中国石化,石油和天然气开采业,B07,2014-46,2014-11-14 00:00:00,0.015504,-0.2729,0.143,11142,37446,,,,,430,132,114,184,599568,668
600029,南方航空,航空运输业,G56,2014-46,2014-11-14 00:00:00,0.05814,-0.2729,0.143,11592,104969,11,17,3,62,296,58,105,133,489317,666
600030,中信证券,资本市场服务,J67,2014-46,2014-11-14 00:00:00,0.128393,-0.2729,0.143,34792,109981,62,75,15,271,1941,747,361,833,4541183,4126
600036,招商银行,货币金融服务,J66,2014-46,2014-11-14 00:00:00,0.033113,-0.2729,0.143,12936,600513,,,,,347,120,83,144,801699,705
600048,保利地产,房地产业,K70,2014-46,2014-11-14 00:00:00,0.051546,-0.2729,0.143,12550,34792,32,23,1,151,491,184,94,213,814211,888
600050,中国联通,电信、广播电视和卫星传输服务,I63,2014-46,2014-11-14 00:00:00,0.041667,-0.2729,0.143,15986,238304,,,,,682,234,168,280,1529534,2432
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-46,2014-11-14 00:00:00,0.061206,-0.2729,0.143,10710,23346,,,,,379,120,86,173,1049936,844
600104,上汽集团,汽车制造业,C36,2014-46,2014-11-14 00:00:00,0.086982,-0.2729,0.143,7316,20839,,,,,157,59,29,69,291951,312
600109,国金证券,资本市场服务,J67,2014-46,2014-11-14 00:00:00,0.064349,-0.2729,0.143,15348,54338,,,,,632,197,163,272,1805317,2470
600111,北方稀土,有色金属冶炼及压延加工业,C32,2014-46,2014-11-14 00:00:00,0.0508,-0.2729,0.143,17960,18498,19,73,11,222,555,193,134,228,1156270,1427
600150,中国船舶,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-46,2014-11-14 00:00:00,-0.064473,-0.2729,0.143,17117,42657,,,,,747,207,234,306,1462589,1792
600256,广汇能源,石油和天然气开采业,B07,2014-46,2014-11-14 00:00:00,-0.030113,-0.2729,0.143,12613,29184,,,,,758,209,213,336,1098370,1878
600406,国电南瑞,软件和信息技术服务业,I65,2014-46,2014-11-14 00:00:00,-0.018285,-0.2729,0.143,6421,18131,,,,,138,47,35,56,349582,309
600485,信威集团,计算机、通信和其他电子设备制造业,C39,2014-46,2014-11-14 00:00:00,-0.034161,-0.2729,0.143,5776,10802,4,13,2,47,73,24,17,32,275739,282
600518,康美药业,医药制造业,C27,2014-46,2014-11-14 00:00:00,-0.016119,-0.2729,0.143,8097,25744,,,,,415,88,127,200,693417,892
600519,贵州茅台,酒、饮料和精制茶制造业,C15,2014-46,2014-11-14 00:00:00,0.062483,-0.2729,0.143,7719,24467,,,,,311,143,42,126,911698,1886
600583,海油工程,开采辅助活动,B11,2014-46,2014-11-14 00:00:00,0.016603,-0.2729,0.143,9716,22209,,,,,729,245,140,344,990969,1677
600585,海螺水泥,非金属矿物制品业,C30,2014-46,2014-11-14 00:00:00,0.053582,-0.2729,0.143,10022,27707,,,,,513,169,121,223,1070942,1649
600690,青岛海尔,电气机械及器材制造业,C38,2014-46,2014-11-14 00:00:00,0.087784,-0.2729,0.143,7857,18528,,,,,216,66,39,111,391618,586
600795,国电电力,电力、热力生产和供应业,D44,2014-46,2014-11-14 00:00:00,0.01049,-0.2729,0.143,16787,45557,,,,,460,143,125,192,974500,936
600837,海通证券,资本市场服务,J67,2014-46,2014-11-14 00:00:00,0.116728,-0.2729,0.143,19306,72528,67,81,13,317,745,319,138,288,1658845,1622
600887,伊利股份,食品制造业,C14,2014-46,2014-11-14 00:00:00,0.128432,-0.2729,0.143,15984,55629,22,45,8,138,1108,459,159,490,2234756,3897
600893,中航动力,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-46,2014-11-14 00:00:00,-0.066873,-0.2729,0.143,7413,8406,,,,,423,124,142,157,760303,1404
600999,招商证券,资本市场服务,J67,2014-46,2014-11-14 00:00:00,0.055124,-0.2729,0.143,8064,44786,,,,,259,102,52,105,667666,519
601006,大秦铁路,铁路运输业,G53,2014-46,2014-11-14 00:00:00,0.138191,-0.2729,0.143,7458,20972,19,112,15,235,186,95,34,57,587587,452
601088,中国神华,煤炭开采和洗选业,B06,2014-46,2014-11-14 00:00:00,0.032667,-0.2729,0.143,7732,21189,,,,,639,208,170,261,674106,713
601166,兴业银行,货币金融服务,J66,2014-46,2014-11-14 00:00:00,0.025496,-0.2729,0.143,12704,175895,,,,,1027,384,218,425,2546494,2813
601169,北京银行,货币金融服务,J66,2014-46,2014-11-14 00:00:00,0.011016,-0.2729,0.143,6455,61056,,,,,161,68,36,57,302878,302
601186,中国铁建,土木工程建筑业,E48,2014-46,2014-11-14 00:00:00,0.008915,-0.2729,0.143,11719,62118,,,,,986,391,169,426,1794635,2102
601288,农业银行,货币金融服务,J66,2014-46,2014-11-14 00:00:00,0.072289,-0.2729,0.143,9855,448950,,,,,702,252,147,303,1331326,1617
601318,中国平安,保险业,J68,2014-46,2014-11-14 00:00:00,0.056716,-0.2729,0.143,12410,85399,69,222,29,528,849,346,141,362,2117236,3493
601328,交通银行,货币金融服务,J66,2014-46,2014-11-14 00:00:00,0.062356,-0.2729,0.143,8495,313622,,,,,486,227,82,177,1076615,989
601336,新华保险,保险业,J68,2014-46,2014-11-14 00:00:00,0.017307,-0.2729,0.143,3147,27400,,,,,84,17,24,43,157546,101
601377,兴业证券,资本市场服务,J67,2014-46,2014-11-14 00:00:00,0.104139,-0.2729,0.143,23579,86214,,,,,2234,805,415,1014,6480965,4907
601390,中国中铁,土木工程建筑业,E48,2014-46,2014-11-14 00:00:00,0.009479,-0.2729,0.143,20388,73310,,,,,889,360,189,340,1458433,1869
601398,工商银行,货币金融服务,J66,2014-46,2014-11-14 00:00:00,0.058824,-0.2729,0.143,9424,546457,,,,,348,120,100,128,900955,602
601601,中国太保,保险业,J68,2014-46,2014-11-14 00:00:00,0.061722,-0.2729,0.143,4956,13586,,,,,144,38,30,76,314022,278
601628,中国人寿,保险业,J68,2014-46,2014-11-14 00:00:00,0.068597,-0.2729,0.143,5327,68646,8,58,15,135,144,73,25,46,327045,574
601668,中国建筑,土木工程建筑业,E48,2014-46,2014-11-14 00:00:00,0.089918,-0.2729,0.143,19990,64635,,,,,1471,534,255,682,4089968,4805
601669,中国电建,土木工程建筑业,E48,2014-46,2014-11-14 00:00:00,0.004975,-0.2729,0.143,14171,40959,9,15,0,65,1181,368,268,545,2140487,3864
601688,华泰证券,资本市场服务,J67,2014-46,2014-11-14 00:00:00,0.111501,-0.2729,0.143,9632,62852,,,,,650,243,145,262,1861217,2106
601788,光大证券,资本市场服务,J67,2014-46,2014-11-14 00:00:00,0.037812,-0.2729,0.143,8308,37628,10,105,4,150,423,125,86,212,906894,1324
601800,中国交建,土木工程建筑业,E48,2014-46,2014-11-14 00:00:00,-0.052553,-0.2729,0.143,10801,30814,,,,,809,252,227,330,1425297,2363
601818,光大银行,货币金融服务,J66,2014-46,2014-11-14 00:00:00,0.048443,-0.2729,0.143,9652,136155,,,,,603,227,108,268,1002774,1250
601857,中国石油,石油和天然气开采业,B07,2014-46,2014-11-14 00:00:00,0.010323,-0.2729,0.143,7901,33876,,,,,661,256,135,270,810646,1336
601901,方正证券,资本市场服务,J67,2014-46,2014-11-14 00:00:00,0.050222,-0.2729,0.143,15126,57091,,,,,1619,512,419,688,3872518,3978
601988,中国银行,货币金融服务,J66,2014-46,2014-11-14 00:00:00,0.115523,-0.2729,0.143,15111,494971,,,,,1298,457,241,600,3125128,2238
601989,中国重工,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-46,2014-11-14 00:00:00,-0.014682,-0.2729,0.143,20177,59764,,,,,1536,442,460,634,2748566,3796
601998,中信银行,货币金融服务,J66,2014-46,2014-11-14 00:00:00,0.030488,-0.2729,0.143,8843,195359,,,,,199,72,29,98,571707,281
600000,浦发银行,货币金融服务,J66,2014-47,2014-11-21 00:00:00,-0.010092,1.3916,2.2732,,,,,,,1589,492,341,756,5661583,6239
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2014-47,2014-11-21 00:00:00,-0.029316,1.3916,2.2732,56491,117061,,,,,2745,874,660,1211,6975767,8010
600015,华夏银行,货币金融服务,J66,2014-47,2014-11-21 00:00:00,-0.020157,1.3916,2.2732,7145,70896,,,,,752,210,211,331,1208644,1557
600016,民生银行,货币金融服务,J66,2014-47,2014-11-21 00:00:00,-0.032496,1.3916,2.2732,17932,221615,13,23,1,44,665,198,184,283,1239243,1124
600018,上港集团,水上运输业,G55,2014-47,2014-11-21 00:00:00,0.077358,1.3916,2.2732,26462,65048,36,171,7,401,1884,620,445,819,4481997,4486
600028,中国石化,石油和天然气开采业,B07,2014-47,2014-11-21 00:00:00,-0.022901,1.3916,2.2732,10392,35142,,,,,497,173,149,175,731731,940
600029,南方航空,航空运输业,G56,2014-47,2014-11-21 00:00:00,-0.035714,1.3916,2.2732,11365,102961,20,29,5,113,269,74,63,132,473736,464
600030,中信证券,资本市场服务,J67,2014-47,2014-11-21 00:00:00,0.012354,1.3916,2.2732,32765,101597,,,,,1709,565,412,732,4305859,4617
600036,招商银行,货币金融服务,J66,2014-47,2014-11-21 00:00:00,-0.010989,1.3916,2.2732,11715,567866,,,,,343,103,79,161,773853,685
600048,保利地产,房地产业,K70,2014-47,2014-11-21 00:00:00,-0.039216,1.3916,2.2732,11565,32137,,,,,663,200,150,313,1111653,1296
600050,中国联通,电信、广播电视和卫星传输服务,I63,2014-47,2014-11-21 00:00:00,-0.032,1.3916,2.2732,14920,186569,,,,,822,279,239,304,2154721,4105
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2014-47,2014-11-21 00:00:00,0.071247,1.3916,2.2732,15508,33345,,,,,518,184,96,238,1511007,1444
600104,上汽集团,汽车制造业,C36,2014-47,2014-11-21 00:00:00,0.022258,1.3916,2.2732,9571,26249,24,232,4,160,294,105,58,131,879020,1020
600109,国金证券,资本市场服务,J67,2014-47,2014-11-21 00:00:00,0.055594,1.3916,2.2732,14516,47676,2,31,0,87,525,162,145,218,1039692,1114
600111,北方稀土,有色金属冶炼及压延加工业,C32,2014-47,2014-11-21 00:00:00,-0.014772,1.3916,2.2732,17373,17554,,,,,506,150,152,204,873074,1119
600150,中国船舶,铁路、船舶、航空航天和其它运输设备制造业,C37,2014-47,2014-11-21 00:00:00,-0.010493,1.3916,2.2732,14407,35786,,,,,318,79,96,143,678918,679
600256,广汇能源,石油和天然气开采业,B07,2014-47,2014-11-21 00:00:00,0.016818,1.3916,2.2732,11972,27258,,,,,771,218,206,347,1290892,2115
600406,国电南瑞,软件和信息技术服务业,I65,2014-47,2014-11-21 00:00:00,0.003854,1.3916,2.2732,6539,18192,,,,,151,40,40,71,374382,550
600485,信威集团,计算机、通信和其他电子设备制造业,C39,2014-47,2014-11-21 00:00:00,-0.027208,1.3916,2.2732,4971,9485,,,,,89,25,24,40,234043,362
600518,康美药业,医药制造业,C27,2014-47,2014-11-21 00:00:00,0.009174,1.3916,2.2732,8937,26157,,,,,324,71,119,134,612395,837
600519,贵州茅台,酒、饮料和精制茶制造业,C15,2014-47,2014-11-21 00:00:00,-0.026448,1.3916,2.2732,8737,27335,18,59,7,190,441,152,95,194,811578,936
600583,海油工程,开采辅助活动,B11,2014-47,2014-11-21 00:00:00,-0.012563,1.3916,2.2732,8759,20698,5,12,2,50,611,171,181,259,916724,1519
600585,海螺水泥,非金属矿物制品业,C30,2014-47,2014-11-21 00:00:00,-0.05141,1.3916,2.2732,11022,28437,,,,,699,158,233,308,1002043,1544
600690,青岛海尔,电气机械及器材制造业,C38,2014-47,2014-11-21 00:00:00,-0.03781,1.3916,2.2732,8340,19080,5,12,4,46,314,79,81,154,550403,669
600795,国电电力,电力、热力生产和供应业,D44,2014-47,2014-11-21 00:00:00,-0.00346,1.3916,2.2732,14543,37827,,,,,486,120,165,201,809781,1046
600837,海通证券,资本市场服务,J67,2014-47,2014-11-21 00:00:00,0.03786,1.3916,2.2732,17332,65545,4,14,2,57,687,229,173,285,1426710,1444
